complex_id	associated_monomer_id	var_0_normalized_monomer_count	var_of_interest_normalized_monomer_count
CPLX0-7704[m]	EG10613-MONOMER[m]	1.4604608690413671e-05	9.265151120437804e-06
MUTHLS-CPLX[c]	EG10625-MONOMER[c]	3.532907934894049e-05	1.5773882617902795e-05
CPLX0-3933[m]	EG10658-MONOMER[m]	0.00015819045022831725	8.793391153506795e-05
CPLX0-7533[o]	EG10670-MONOMER[o]	0.00030843924008024283	0.00017363999868060532
CPLX0-7534[o]	EG10671-MONOMER[o]	0.02098757034032749	0.012613098445246846
CPLX0-8157[c]	EG10680-MONOMER[c]	0.000288765941308084	0.00018956325205634188
CPLX0-2201[o]	EG10684-MONOMER[o]	0.004040981977982502	0.0024379704284165065
CPLX0-2424[c]	EG10686-MONOMER[c]	2.8065706628942148e-05	1.8910434557758237e-05
CPLX0-2424[c]	EG10687-MONOMER[c]	5.430437088105236e-05	2.9947011721181283e-05
CPLX0-3061[c]	EG10694-MONOMER[c]	0.00012240845257549125	6.092930212480016e-05
CPLX0-3001[c]	EG10695-MONOMER[c]	0.0004148599983265744	0.00021171142701093337
CPLX0-3081[c]	EG10697-MONOMER[c]	7.462219212810858e-05	4.1299080441866844e-05
CPLX0-8156[c]	EG10698-MONOMER[c]	0.00024270749144264173	0.00012355765617550366
CPLX0-7936[c]	EG10725-MONOMER[c]	3.7975905829985377e-06	2.8268035607306773e-06
CPLX0-8113[c]	EG10735-MONOMER[c]	4.1351118003797886e-05	2.1124729065105206e-05
CPLX0-8539[c]	EG10741-MONOMER[c]	0.00010763649381449594	6.141228358057592e-05
CPLX0-2381[m]	EG10743-MONOMER[c]	0.0003223332495677059	0.00019492196578625997
CPLX0-3[c]	EG10764-MONOMER[c]	0.00010468425226436345	5.37199014633054e-05
CPLX0-10367[i]	EG10776-MONOMER[c]	6.750107666105853e-05	3.093134982195562e-05
CPLX0-10367[i]	EG10777-MONOMER[i]	2.665416925666404e-05	1.446410840614301e-05
CPLX0-10367[i]	EG10778-MONOMER[i]	2.6480506060367257e-05	1.4056255445965415e-05
CPLX0-7646[c]	EG10817-MONOMER[c]	1.1551507882291571e-05	7.022901999167104e-06
RECBCD[c]	EG10825-MONOMER[c]	6.45995812934616e-06	2.8478310888776093e-06
CPLX0-8596[c]	EG10828-MONOMER[c]	5.236285142960585e-06	3.2597554435050154e-06
CPLX0-7928[c]	EG10836-MONOMER[c]	0.00019446287542167394	0.0001302209135613138
CPLX0-3931[c]	EG10837-MONOMER[c]	7.683870865491287e-06	4.284958231585699e-06
CPLX0-3681[c]	EG10838-MONOMER[c]	0.0003476250737365369	0.0001726324160696781
CPLX0-7452[j]	EG10841-MONOMER[e]	0.00045678458322295963	0.0002349913660409971
CPLX0-2381[m]	EG10844-MONOMER[c]	0.00029842355302505774	0.0001581844788185242
CPLX0-2441[c]	EG10845-MONOMER[c]	0.0007170175104116051	0.000453542952040483
CPLX0-7946[c]	EG10852-MONOMER[c]	5.17896906550296e-06	2.407200994336049e-06
CPLX0-7628[o]	EG10855-MONOMER[o]	4.291272277754231e-05	2.919853190690823e-05
CPLX0-3281[c]	EG10857-MONOMER[c]	0.0001490624319405727	8.440298460430015e-05
CPLX0-2381[m]	EG10859-MONOMER[m]	0.00015325715989634604	0.00010687992763945964
CPLX0-1382[c]	EG10862-MONOMER[c]	4.038535818945958e-05	1.8257597444281288e-05
CPLX0-3962[c]	EG10864-MONOMER[c]	0.00550196341421485	0.0028543682434213663
CPLX0-3962[c]	EG10865-MONOMER[c]	0.004871905779663038	0.0026753751987795503
CPLX0-3962[c]	EG10866-MONOMER[c]	0.005174505693878995	0.002765461600976411
CPLX0-3962[c]	EG10867-MONOMER[c]	0.005145681575576381	0.002786375278333002
CPLX0-3962[c]	EG10868-MONOMER[c]	0.005795841460941105	0.003107599536788976
CPLX0-3962[c]	EG10869-MONOMER[c]	0.005407890433500214	0.0029198704006086545
CPLX0-3962[c]	EG10870-MONOMER[c]	0.0065861081448334545	0.0031699509011010782
CPLX0-3956[c]	EG10871-MONOMER[c]	0.005141743148519636	0.002675280525640006
CPLX0-3962[c]	EG10872-MONOMER[c]	0.005587873497464958	0.002831598173699173
CPLX0-3955[c]	EG10873-MONOMER[c]	0.01988646563367959	0.010500082659666758
CPLX0-3962[c]	EG10874-MONOMER[c]	0.004769639456493396	0.002491427953032706
CPLX0-3962[c]	EG10875-MONOMER[c]	0.005647790991821672	0.0029581718140198935
CPLX0-3962[c]	EG10876-MONOMER[c]	0.005269689653877241	0.002899948247768338
CPLX0-3962[c]	EG10877-MONOMER[c]	0.004663333734046156	0.002651306889929794
CPLX0-3962[c]	EG10878-MONOMER[c]	0.00468190475955933	0.0025575954216839718
CPLX0-3962[c]	EG10879-MONOMER[c]	0.005269217803363281	0.0028549832165540513
CPLX0-3962[c]	EG10880-MONOMER[c]	0.005017579472898209	0.0028529627900296456
CPLX0-3962[c]	EG10881-MONOMER[c]	0.005354989262016556	0.003246020595750157
CPLX0-3962[c]	EG10882-MONOMER[c]	0.004771195249992358	0.0026491944517953213
CPLX0-3962[c]	EG10883-MONOMER[c]	0.004989714061132481	0.0027128567401719667
CPLX0-3962[c]	EG10884-MONOMER[c]	0.005812250773600398	0.0030861964882473157
CPLX0-3962[c]	EG10885-MONOMER[c]	0.005397388842676406	0.0030390793023828875
CPLX0-3962[c]	EG10886-MONOMER[c]	0.007304535408746496	0.003399768650747336
CPLX0-3962[c]	EG10887-MONOMER[c]	0.004726194055520767	0.0027063401329174347
CPLX0-3962[c]	EG10888-MONOMER[c]	0.005574299597026545	0.0031159267989299346
CPLX0-3962[c]	EG10889-MONOMER[c]	0.005437159756019943	0.0026534490740656507
CPLX0-3962[c]	EG10890-MONOMER[c]	0.00987649121915463	0.005572221490190799
CPLX0-3962[c]	EG10891-MONOMER[c]	0.005680214055941527	0.0028044105217090074
CPLX0-3962[c]	EG10892-MONOMER[c]	0.005631114831927472	0.002802567356364378
APORNAP-CPLX[c]	EG10893-MONOMER[c]	0.0016822521816422535	0.0008869426719589346
CPLX0-3953[c]	EG10900-MONOMER[c]	0.004875265285428007	0.0028556882416746056
CPLX0-3953[c]	EG10901-MONOMER[c]	0.005376023355127347	0.002870199018468729
CPLX0-3953[c]	EG10902-MONOMER[c]	0.004665046694431598	0.0026712787423800737
CPLX0-3953[c]	EG10903-MONOMER[c]	0.005034601375089612	0.0027015470545570224
CPLX0-3953[c]	EG10904-MONOMER[c]	0.0053014147639617	0.0029462403394809626
CPLX0-3953[c]	EG10905-MONOMER[c]	0.008386785134186671	0.003953401720267495
CPLX0-3953[c]	EG10906-MONOMER[c]	0.006339351401421193	0.003292604083340814
CPLX0-3953[c]	EG10907-MONOMER[c]	0.0055074759400003115	0.003010153437483944
CPLX0-3953[c]	EG10908-MONOMER[c]	0.005400798452197132	0.0028539527134539572
CPLX0-3953[c]	EG10909-MONOMER[c]	0.005096561490291614	0.0027580832828828098
CPLX0-3953[c]	EG10910-MONOMER[c]	0.005125029990075939	0.002726571926936421
CPLX0-3953[c]	EG10911-MONOMER[c]	0.0054923493947536305	0.002910783288813353
CPLX0-3953[c]	EG10912-MONOMER[c]	0.0051619616217693535	0.002731025323630223
CPLX0-3953[c]	EG10913-MONOMER[c]	0.005488948896744654	0.0029871032713043332
CPLX0-3953[c]	EG10914-MONOMER[c]	0.006564812444658488	0.0032430296473192005
CPLX0-3953[c]	EG10915-MONOMER[c]	0.0057052930427665014	0.0032124472326351943
CPLX0-3953[c]	EG10916-MONOMER[c]	0.0045210670770847936	0.002633527075044526
CPLX0-3953[c]	EG10917-MONOMER[c]	0.010325772805276998	0.004843065995314833
CPLX0-3953[c]	EG10918-MONOMER[c]	0.004783312967970043	0.0027090102090814258
CPLX0-3953[c]	EG10919-MONOMER[c]	0.004912018326902866	0.0026077543174563814
CPLX0-3953[c]	EG10920-MONOMER[c]	0.013151913173976442	0.006684339618340734
CPLX0-3969[c]	EG10921-MONOMER[c]	0.00010179776722893636	6.155672583462941e-05
RUVABC-CPLX[c]	EG10925-MONOMER[c]	1.673121896159837e-05	1.0399852739346752e-05
CPLX0-1141[c]	EG10941-MONOMER[c]	2.8047961453189203e-05	1.5169992563998433e-05
CPLX0-8053[c]	EG10942-MONOMER[c]	3.389643261512333e-05	2.0618911812209004e-05
CPLX0-7957[c]	EG10943-MONOMER[c]	0.00010953694586458794	7.58399281633367e-05
CPLX0-3933[m]	EG10952-MONOMER[m]	0.0003618213630748583	0.00018512074779129508
CPLX0-7624[c]	EG10955-MONOMER[c]	4.531512286726821e-05	1.8762168458657764e-05
CPLX0-11183[c]	EG10967-MONOMER[c]	1.545030530191934e-05	8.487088390292719e-06
CPLX0-2941[m]	EG10968-MONOMER[m]	3.027641605416658e-05	2.1584149563479025e-05
CPLX0-3929[c]	EG10973-MONOMER[c]	1.5731187822731783e-05	1.0698250401242899e-05
CPLX0-2681[c]	EG10978-MONOMER[c]	8.329689146649177e-05	4.243091336429343e-05
CPLX0-1101[c]	EG10996-MONOMER[c]	9.907755286817465e-05	6.0546535102077576e-05
CPLX0-7608[c]	EG10997-MONOMER[c]	3.998466863961884e-05	2.408084854233431e-05
CPLX0-2201[o]	EG11007-MONOMER[i]	1.329672634007872e-05	8.978008597526633e-06
CPLX0-2201[o]	EG11008-MONOMER[p]	0.0001977472058617403	0.00010946409990176479
TRANS-CPLX-201[m]	EG11009-MONOMER[m]	0.0003692642591690976	0.00020889184805583305
CPLX0-2201[o]	EG11011-MONOMER[i]	2.5174978661112087e-05	1.4124063734816851e-05
CPLX0-3950[c]	EG11023-MONOMER[c]	7.238457007689326e-05	4.1473078338906245e-05
CPLX0-3959[c]	EG11069-MONOMER[c]	2.5589957340210556e-05	1.3640264895862527e-05
CPLX0-3959[c]	EG11071-MONOMER[c]	9.444783116528862e-06	5.2395574644126995e-06
CPLX-3946[c]	EG11072-MONOMER[c]	5.493206646228642e-05	3.221769043460177e-05
CPLX0-7564[c]	EG11081-MONOMER[c]	9.970524944353085e-05	6.556181763673744e-05
CPLX0-7977[c]	EG11085-MONOMER[c]	4.202213249543315e-05	2.5322605894423652e-05
MONOMER-59[c]	EG11088-MONOMER[c]	4.055909001841936e-05	2.1825189675470522e-05
CPLX0-1541[c]	EG11090-MONOMER[c]	0.0003995530508825648	0.000212893129659344
CPLX0-3957[c]	EG11094-MONOMER[c]	1.0634091011639026e-05	7.331547024162624e-06
SECD-SECF-YAJC-YIDC-CPLX[i]	EG11096-MONOMER[i]	0.0006458424201981453	0.0003288058811373261
CPLX-3946[c]	EG11098-MONOMER[c]	0.00016626835529712342	9.524545185692768e-05
CPLX0-7816[c]	EG11100-MONOMER[c]	0.001131232018146125	0.0006454910736149665
CPLX0-8033[c]	EG11101-MONOMER[c]	3.979923361695881e-06	3.014031211177961e-06
CPLX0-7766[c]	EG11105-MONOMER[c]	0.0003201735454140768	0.00021897823722637154
CPLX0-3301[c]	EG11111-MONOMER[c]	0.0010082327315937072	0.0006128434292789025
CPLX0-7791[c]	EG11131-MONOMER[c]	3.1832242722396364e-05	2.148134325988464e-05
CPLX0-7837[c]	EG11132-MONOMER[c]	8.748869605317626e-05	5.058173162574031e-05
CPLX0-7668[c]	EG11134-MONOMER[c]	0.00019593500321914292	0.00012712282545993098
MONOMER0-941[c]	EG11149-MONOMER[c]	7.674170470752323e-05	4.8750522521111705e-05
CPLX0-8251[c]	EG11157-MONOMER[c]	4.5459993170256376e-05	2.732214502196812e-05
CPLX0-7626[m]	EG11160-MONOMER[m]	0.00020003220037549246	0.000102927387135054
CPLX0-8617[i]	EG11167-MONOMER[i]	3.594393008832382e-05	1.8986496098274678e-05
CPLX0-8181[c]	EG11171-MONOMER[c]	4.928660243950591e-05	2.179126766314441e-05
CPLX0-7627[m]	EG11180-MONOMER[m]	0.00029900636840795507	0.00018434125948603504
CPLX0-7922[c]	EG11191-MONOMER[c]	0.0001021158802145569	5.246183513402961e-05
CPLX0-11240[c]	EG11192-MONOMER[c]	0.00015629197416803424	7.774709095492446e-05
CPLX0-8536[c]	EG11210-MONOMER[c]	0.00013403220812461698	6.415126759761883e-05
CPLX0-7889[c]	EG11211-MONOMER[c]	1.5208524818487582e-05	9.084940875080364e-06
CPLX0-7756[c]	EG11212-MONOMER[c]	1.4865660810758946e-05	7.054403006055321e-06
CPLX0-7451[j]	EG11224-MONOMER[j]	0.00015049488436174737	8.246491664933883e-05
CPLX0-3962[c]	EG11231-MONOMER[c]	0.005091886328877223	0.0033540640625756915
CPLX0-3962[c]	EG11232-MONOMER[c]	0.004978505125642619	0.0028550488616104117
CPLX0-8109[i]	EG11236-MONOMER[i]	6.617497348978551e-06	4.946921872311146e-06
CPLX0-661[c]	EG11241-MONOMER[c]	3.6931099928794734e-05	1.6752255264457854e-05
CPLX0-7776[c]	EG11245-MONOMER[c]	6.708495991885977e-07	1e-10
CPLX0-1241[c]	EG11249-MONOMER[c]	1.4783327858080468e-05	1.1081069413708764e-05
CPLX0-7561[c]	EG11250-MONOMER[c]	9.647817314922363e-06	2.942784394355714e-06
CPLX0-2561[c]	EG11252-MONOMER[c]	2.9216099070014527e-05	1.9405600946648748e-05
CPLX0-7423[c]	EG11254-MONOMER[c]	2.7635081518866038e-05	1.6696778768881387e-05
CPLX0-244[c]	EG11261-MONOMER[c]	0.00010059108344385915	4.412789572481516e-05
MUTHLS-CPLX[c]	EG11281-MONOMER[c]	1.3389686487089605e-05	7.747726654648971e-06
CPLX0-3841[c]	EG11294-MONOMER[c]	1.0652067236671042e-05	6.457196381751584e-06
CPLX0-8106[c]	EG11298-MONOMER[c]	4.615774046648194e-05	2.4603987091401006e-05
TATABCE-CPLX[i]	EG11305-MONOMER[i]	6.173558229309382e-05	2.3850862146240762e-05
CPLX0-782[c]	EG11306-MONOMER[c]	0.00010290896481794406	4.6871939449777044e-05
CPLX0-8121[c]	EG11315-MONOMER[c]	3.693378549239749e-05	2.2570197173014175e-05
CPLX0-8301[c]	EG11333-MONOMER[c]	6.116034015176195e-05	3.538902792143768e-05
CPLX0-7452[j]	EG11346-MONOMER[p]	0.00021304693005253024	0.00013180794613487884
CPLX0-2121[i]	EG11354-MONOMER[i]	1.8005880822299296e-05	7.72680893710836e-06
CPLX0-901[c]	EG11372-MONOMER[c]	1.7946735701578875e-05	9.329043956050185e-06
CPLX0-7824[c]	EG11378-MONOMER[c]	0.00027505467269027946	0.00016760673284163164
CPLX0-245[c]	EG11384-MONOMER[c]	0.008210617597017583	0.0045813751735992655
CPLX0-245[c]	EG11385-MONOMER[c]	0.00010412516890926499	6.359831613581974e-05
CPLX0-8585[m]	EG11390-MONOMER[m]	0.00619711127222673	0.003100680640883472
CPLX0-301[c]	EG11396-MONOMER[c]	3.1374838389873206e-05	1.629765468189073e-05
CPLX0-801[p]	EG11398-MONOMER[p]	6.961555840892261e-05	2.7235432620305078e-05
CPLX0-8207[p]	EG11399-MONOMER[p]	6.981483495181131e-05	2.743294986922816e-05
CPLX0-8240[c]	EG11404-MONOMER[c]	0.00025560391159991624	0.00019315509267376705
CPLX0-3801[c]	EG11412-MONOMER[c]	5.192907286851917e-06	2.599415552480329e-06
CPLX0-7910[c]	EG11413-MONOMER[c]	1.096589183365388e-05	5.96813838456528e-06
CPLX0-7910[c]	EG11414-MONOMER[c]	8.001127328860106e-06	4.8020247766221195e-06
CPLX0-1521[m]	EG11415-MONOMER[m]	0.0005787781919233544	0.00034647321473769966
CPLX0-8112[c]	EG11430-MONOMER[c]	0.00010498680389292011	6.487214044077863e-05
CPLX0-8549[c]	EG11436-MONOMER[c]	1.3338444333394758e-05	5.100375006168884e-06
CPLX0-7956[c]	EG11447-MONOMER[c]	0.003518160292727335	0.0018519825028165033
CPLX0-8301[c]	EG11474-MONOMER[c]	2.6961830998011758e-05	1.2877936748303349e-05
TATABCE-CPLX[i]	EG11479-MONOMER[m]	4.893232915964708e-05	2.3305750016666227e-05
CPLX0-3801[c]	EG11500-MONOMER[c]	6.154607835317688e-05	4.186032415907479e-05
CPLX0-3803[c]	EG11505-MONOMER[c]	0.0002894809862148053	0.00010865151736873676
CPLX0-2982[m]	EG11506-MONOMER[m]	8.414151403799836e-05	4.106314939145406e-05
CPLX0-8163[c]	EG11511-MONOMER[c]	4.8657708099915216e-05	2.72761257791986e-05
CPLX0-303[c]	EG11517-MONOMER[c]	0.00010724740496265015	6.198647635775576e-05
CPLX0-7707[c]	EG11519-MONOMER[c]	9.531121206236736e-05	4.8111202354912e-05
CPLX0-8108[c]	EG11534-MONOMER[c]	2.1165306732515006e-05	6.85768041338221e-06
CPLX0-8107[c]	EG11535-MONOMER[c]	9.918767718218915e-06	2.6880902284358877e-06
CPLX0-7852[c]	EG11544-MONOMER[c]	3.2455372448055797e-06	1.5051140523226037e-06
CPLX0-7452[j]	EG11545-MONOMER[e]	0.0007556140938471087	0.00039454652183011516
CPLX0-3602[c]	EG11547-MONOMER[c]	4.7726152912156824e-05	3.620353765455152e-05
CPLX0-3041[c]	EG11549-MONOMER[c]	4.390453000660992e-05	3.3636149982377464e-05
CPLX0-7628[o]	EG11569-MONOMER[o]	0.00016354551628185765	9.142762737317803e-05
CPLX0-2502[c]	EG11597-MONOMER[c]	6.640922900946513e-05	3.6168654635379674e-05
CPLX0-2502[c]	EG11598-MONOMER[c]	5.8492880870500404e-05	3.3235094172216204e-05
CPLX0-7802[i]	EG11643-MONOMER[i]	6.356598939033554e-06	3.3003290465744413e-06
CPLX0-8183[p]	EG11652-MONOMER[p]	1.5106761687444077e-05	7.580526550921783e-06
CPLX0-7451[j]	EG11656-MONOMER[c]	0.00013346299061197224	9.878170876565587e-05
CPLX0-7536[c]	EG11663-MONOMER[c]	0.0015333924103079347	0.000810688916921516
CPLX-8331[c]	EG11666-MONOMER[c]	8.698765285586531e-05	5.0186547019804525e-05
CPLX0-1162[c]	EG11676-MONOMER[c]	0.00016888438196809445	8.536385206927285e-05
CPLX0-3901[c]	EG11685-MONOMER[c]	3.6730176062633675e-06	2.517818792216524e-07
CPLX0-7974[c]	EG11702-MONOMER[c]	7.011226102044828e-05	3.692412132906658e-05
TRANS-CPLX-201[m]	EG11703-MONOMER[p]	0.00011978165273673425	7.757113403609649e-05
CPLX0-3121[c]	EG11723-MONOMER[c]	4.727465332101452e-05	2.9223211081232057e-05
CPLX0-3927[c]	EG11731-MONOMER[c]	1.0417058652066963e-05	8.16013053288815e-06
CPLX0-7810[c]	EG11735-MONOMER[c]	8.817912718399773e-05	6.791103085440553e-05
CPLX0-8182[c]	EG11757-MONOMER[c]	0.00012230593734325595	6.637642154836778e-05
CPLX0-902[c]	EG11761-MONOMER[c]	3.4279039599451656e-05	1.9317172528929712e-05
CPLX0-7691[c]	EG11811-MONOMER[c]	3.1268709518129685e-06	1.5248258168186271e-06
TMAOREDUCTI-CPLX[p]	EG11815-MONOMER[p]	3.3368056253502955e-06	1.0324397509959863e-06
CPLX0-721[c]	EG11816-MONOMER[c]	4.542970089223304e-05	2.5820091925335382e-05
CPLX0-8565[c]	EG11825-MONOMER[c]	4.017704857488118e-05	2.624422461703928e-05
CPLX0-8044[c]	EG11828-MONOMER[c]	9.973535512693957e-06	5.162836422680647e-06
CPLX0-7853[c]	EG11835-MONOMER[c]	0.00036179624944670033	0.00018467468179798256
CPLX0-7683[c]	EG11845-MONOMER[c]	5.380756191203924e-06	3.796357749762891e-07
CPLX0-7794[c]	EG11847-MONOMER[c]	5.095073886208222e-06	7.393876619818425e-07
CPLX0-3581[c]	EG11852-MONOMER[c]	7.196534651538304e-05	3.516912840470613e-05
CPLX0-8175[c]	EG11859-MONOMER[c]	1.2171561526208685e-05	6.956670028238865e-06
CPLX0-8259[c]	EG11870-MONOMER[c]	3.634392841739487e-05	1.9070162425338684e-05
CPLX0-8587[c]	EG11877-MONOMER[c]	0.0001072840205839454	5.378372087455585e-05
CPLX0-7686[c]	EG11878-MONOMER[c]	0.0017990139430898724	0.0008604853689318891
CPLX0-1642[c]	EG11879-MONOMER[c]	0.00018872264932521285	0.00010103806482515552
CPLX0-1163[c]	EG11881-MONOMER[c]	0.00018806372179112218	0.00010041955519482592
CPLX0-7421[c]	EG11888-MONOMER[c]	2.7303177248883854e-05	1.2248872399540399e-05
CPLX0-8584[c]	EG11905-MONOMER[c]	2.08353155876979e-06	1.3827902627322563e-06
CPLX-160[i]	EG11906-MONOMER[c]	1.971016528418753e-06	7.547492844906164e-07
CPLX0-7679[c]	EG11929-MONOMER[c]	2.135141167325328e-05	1.2494133350189997e-05
CPLX0-7807[i]	EG11952-MONOMER[m]	6.487212949581835e-07	1e-10
CPLX0-7452[j]	EG11967-MONOMER[e]	0.0003442582256148693	0.0002028246738624195
CPLX0-7678[c]	EG11969-MONOMER[c]	2.341149781067662e-05	1.1031684415457209e-05
CPLX0-7451[j]	EG11975-MONOMER[i]	0.0001480099338035074	8.175225160398686e-05
CPLX0-7451[j]	EG11976-MONOMER[j]	0.0001452337819297511	8.223378018317064e-05
CPLX0-7451[j]	EG11977-MONOMER[i]	0.0001416325314123944	7.996168693359245e-05
CPLX0-10815[i]	EG12007-MONOMER[i]	5.924748019008022e-06	2.1570161615449996e-06
CPLX0-3954[c]	EG12026-MONOMER[c]	0.00027372881505359324	0.0001903197154583662
CPLX0-10853[i]	EG12073-MONOMER[i]	2.8310370825747188e-06	1.955497692031453e-06
CPLX0-7561[c]	EG12096-MONOMER[c]	2.7227311653562062e-06	8.969992593857516e-07
CPLX0-7908[c]	EG12132-MONOMER[c]	0.00018496690960847297	0.00010661408361664408
CPLX0-10097[m]	EG12146-MONOMER[c]	0.0001831365537221027	0.00010067841757036742
CPLX0-8619[c]	EG12159-MONOMER[c]	0.0007896292176150535	0.0004030223238483227
CPLX0-7697[c]	EG12165-MONOMER[c]	2.4071393046197738e-05	1.5180052793756538e-05
CPLX0-11245[c]	EG12167-MONOMER[c]	1.774286335307546e-05	9.854898503171529e-06
ABC-35-CPLX[i]	EG12169-MONOMER[m]	4.89514383610257e-06	3.627749533783306e-06
CPLX0-7755[c]	EG12172-MONOMER[c]	0.00024492114258997904	0.00012756403837196044
CPLX0-3382[i]	EG12173-MONOMER[i]	9.094601957120012e-07	6.557414772265404e-07
CPLX0-3938[c]	EG12177-MONOMER[c]	2.977384930732586e-05	1.6110387394982375e-05
CPLX0-8223[c]	EG12179-MONOMER[c]	0.03057064887794686	0.017176463278522465
CPLX0-7817[c]	EG12181-MONOMER[c]	0.0012669149402769052	0.0007613718186928052
CPLX0-7854[c]	EG12202-MONOMER[c]	3.411514803112221e-05	1.372163562015749e-05
CPLX0-8271[i]	EG12209-MONOMER[i]	5.425716961781832e-05	2.9013762292010918e-05
CPLX0-7734[c]	EG12235-MONOMER[c]	7.070113490311996e-06	2.6868199480908055e-06
TRANS-CPLX-204[i]	EG12240-MONOMER[i]	2.4908992349557625e-06	9.924008992042063e-07
CPLX0-8555[i]	EG12256-MONOMER[i]	7.799253198354328e-06	2.8389170333943187e-06
CPLX0-8125[i]	EG12259-MONOMER[i]	3.150662986353485e-06	1.5768949722661615e-06
CPLX0-8125[i]	EG12260-MONOMER[i]	4.975576189952734e-07	2.650590721266491e-07
CPLX0-2061[c]	EG12279-MONOMER[c]	7.151110411859682e-07	5.344202671206474e-07
CPLX0-7422[c]	EG12309-MONOMER[c]	2.7463945323690987e-05	1.7471522526879756e-05
CPLX0-8122[c]	EG12310-MONOMER[c]	0.00012596064284033348	6.35050314003246e-05
CPLX0-7973[c]	EG12313-MONOMER[c]	6.828861710263494e-05	4.127080938927134e-05
CPLX0-7521[c]	EG12319-MONOMER[c]	0.0020422249520282193	0.0010872124421315937
CPLX0-7617[c]	EG12332-MONOMER[c]	0.00039304614620788947	0.00019809869886723577
ABC-5-CPLX[m]	EG12334-MONOMER[m]	3.8966884572957325e-06	2.124350784543635e-06
CPLX0-981[c]	EG12344-MONOMER[c]	1.8459892913762542e-05	8.204204391741716e-06
CPLX0-1962[c]	EG12345-MONOMER[c]	0.0003759682227487022	0.00023507220005639359
CPLX0-8152[i]	EG12347-MONOMER[i]	6.723634809160471e-05	4.2520265103156156e-05
CPLX0-7727[c]	EG12366-MONOMER[c]	6.498210709031247e-05	3.846869728961452e-05
CPLX0-8262[c]	EG12373-MONOMER[c]	0.0001175796409052134	5.0686596344625e-05
CPLX0-8227[c]	EG12374-MONOMER[c]	1.874447798512497e-05	9.283445108566273e-06
CPLX0-8185[c]	EG12391-MONOMER[c]	0.00023839039083698512	0.00014422636889210353
CPLX0-8206[c]	EG12399-MONOMER[c]	3.183312630579976e-05	1.940371339360265e-05
CPLX0-3971[c]	EG12410-MONOMER[c]	9.114767350337605e-05	4.3477140445457555e-05
CPLX0-3948[c]	EG12600-MONOMER[c]	6.274416022880628e-05	2.9078713589505873e-05
CPLX0-3721[c]	EG12633-MONOMER[c]	9.904942314992079e-05	5.0475932526741035e-05
CPLX0-253[c]	EG12656-MONOMER[c]	0.00017246875349596417	8.510619628807045e-05
CPLX0-3141[c]	EG12657-MONOMER[c]	0.00038539705656451343	0.00019002907137878364
CPLX0-8560[c]	EG12690-MONOMER[c]	2.0219241013028102e-05	1.4237075166991923e-05
ABC-45-CPLX[i]	EG12799-MONOMER[i]	8.699278036579379e-05	4.1299736060434444e-05
CPLX0-3781[c]	EG12844-MONOMER[c]	0.00011979787145706194	6.195323920393922e-05
CPLX0-8174[c]	EG12845-MONOMER[c]	6.307326001734741e-06	1.9690094483398267e-06
CPLX0-7789[c]	EG12855-MONOMER[c]	4.247643168745809e-05	2.5446060914954436e-05
CPLX0-7538[c]	EG12878-MONOMER[c]	0.00012870700997365337	7.343874778921409e-05
CPLX0-3962[c]	EG50001-MONOMER[c]	0.005480609471865007	0.002804287288805677
CPLX0-3962[c]	EG50002-MONOMER[c]	0.005804288382924022	0.002971406726088898
CPLX0-2121[i]	EMRB-MONOMER[i]	5.220684156747065e-06	2.6579023859973233e-06
CPLX0-7963[i]	EMRE-MONOMER[i]	1.4764575351747446e-05	8.652580274709948e-06
CPLX0-2161[i]	EMRY-MONOMER[i]	1.4785539701653843e-06	5.377788757284351e-07
CPLX0-2381[m]	ENOLASE-MONOMER[c]	0.0022548611735052166	0.0010895350976366112
CPLX0-8006[c]	ENOYL-ACP-REDUCT-NADH-MONOMER[c]	0.0018224690927702589	0.0012265198118521158
ENTA-CPLX[c]	ENTA-MONOMER[c]	0.0003304200444972607	0.00022233656976015944
ENTE-CPLX[c]	ENTE-MONOMER[c]	0.00039458476509985285	0.00024629616666718257
ENVZ-CPLX[c]	ENVZ-MONOMER[c]	2.0401231569002966e-05	1.0364765706749799e-05
ERYTH4PDEHYDROG-CPLX[c]	ERYTH4PDEHYDROG-MONOMER[c]	5.2839680149533665e-05	2.4062392114848997e-05
CPLX0-8212[c]	ERYTHRON4PDEHYDROG-MONOMER[c]	5.5804114034157384e-05	3.211167693223419e-05
ETHAMLY-CPLX[c]	EUTB-MONOMER[c]	1.9979168718195522e-05	1.4760255950577304e-05
ETHAMLY-CPLX[c]	EUTC-MONOMER[c]	1.8038196460051493e-05	1.3710770984643008e-05
F16B-CPLX[c]	F16B-MONOMER[c]	0.000201088956987678	0.00010811852197433665
FABA-CPLX[c]	FABA-MONOMER[c]	0.0009304957022951867	0.0005360262771413596
FABB-CPLX[c]	FABB-MONOMER[c]	0.0003823102499726532	0.00024819670382573045
CPLX0-252[c]	FABH-MONOMER[c]	0.0001148354614714824	6.95751490011742e-05
FABZ-CPLX[c]	FABZ-MONOMER[c]	0.0017971532339781447	0.0010485932342667774
FAO-CPLX[c]	FADA-MONOMER[c]	8.834421842279861e-06	6.186487583963463e-06
FAO-CPLX[c]	FADB-MONOMER[c]	9.340272556897242e-06	6.127835062302485e-06
