# Generated from the following BioVelo query on EcoCyc, 11:22am, November 4, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, (regulators-of-site x), Evidence) : x<-ECOLI^^DNA-Binding-Sites, !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Site", "Frame ID", "Regulators",  "Evidence")), 2)
ArgP DNA-binding-site regulating dapDp	BS0-8143	DNA-binding transcriptional dual regulator ArgP,DNA-binding transcriptional dual regulator ArgP,ArgP-L-arginine  DNA-binding transcriptional dual regulator,ArgP-L-lysine,L-lysine,L-arginine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArcA-Pasp54 DNA-binding-site 64 bases upstream of rpoSp	BS0-7123	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
GlrR-Pasp56 DNA-binding-site 26.5 bases upstream of rseDp1	BS0-8595	DNA-binding transcriptional activator GlrR,DNA-binding transcriptional activator GlrR-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Cra DNA-binding-site 45.5 bases upstream of crpp1	BS0-8434	DNA-binding transcriptional regulator Cra,DNA-binding transcriptional dual regulator Cra,Cra-&beta;-D-fructofuranose 1-phosphate,&beta;-D-fructofuranose 1-phosphate	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NarL-Pasp59 DNA-binding-site 221 bases downstream of focAp3	BS00575	DNA-binding transcriptional dual regulator NarL,DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
McbR DNA-binding-site regulating rmfp	BS0-8808	DNA-binding transcriptional dual regulator McbR	EV-EXP-GSELEX,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10317)	BS0-10317	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 83.5 bases upstream of hupBp3	BS476	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NarL-Pasp59 DNA-binding-site 90 bases downstream of adhEp	BS524	DNA-binding transcriptional dual regulator NarL,DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
RstA-Pasp52 DNA-binding-site 92 bases upstream of ompFp2	BS0-7392	DNA-binding transcriptional regulator RstA,DNA-binding transcriptional regulator RstA-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-AS-NAS,EV-AS-NAS,EV-AS-NAS
H-NS DNA-binding-site (BS0-10652)	BS0-10652	DNA-binding transcriptional dual regulator H-NS	EV-EXP-CHIP-SEQ-MANUAL,EV-EXP-IEP-MICROARRAY
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 111.5 bases upstream of rhaSp2	BS0-4601	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
OxyR DNA-binding-site 44 bases upstream of dpsp2	BS00482	DNA-binding transcriptional dual regulator OxyR	EV-COMP-HINF-SIMILAR-TO-CONSENSUS
DNA-binding transcriptional repressor IclR DNA-binding-site 7 bases upstream of iclRp	BS-7067	DNA-binding transcriptional repressor IclR,IclR-glyoxylate,IclR-pyruvate DNA-binding transcriptional repressor,pyruvate	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArcA-Pasp54 DNA-binding-site (BS0-9490)	BS0-9490	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-CHIP-CHIP,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-MICROARRAY,EV-EXP-IEP-MICROARRAY
CaiF-L-carnitine DNA-binding-site 208.5 bases upstream of caiTp	BS0-7893	DNA-binding transcriptional activator CaiF,DNA-binding transcriptional activator CaiF,CaiF-L-carnitine DNA-binding Transcriptional Activator,L-carnitine	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DnaA-ATP DNA-binding-site 13 bases downstream of yjeVp	BS0-7698	chromosomal replication initiator protein DnaA,DnaA-ADP,DnaA-ATP,ATP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
MarA DNA-binding-site 40.5 bases upstream of tolCp3	BS0-7613	DNA-binding transcriptional dual regulator MarA	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp-leu DNA-binding-site 65.5 bases upstream of argOp	BS0-7837	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS
Nac DNA-binding-site (BS0-10028)	BS0-10028	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
H-NS DNA-binding-site regulating slpp	BS0-7991	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-CHIP-SEQ-MANUAL,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-MICROARRAY
CsgD DNA-binding-site 57.5 bases upstream of csgBp2	BS0-8051	DNA-binding transcriptional dual regulator CsgD	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site 149 bases upstream of osmYp2	BS0-2844	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Fis DNA-binding-site 76 bases upstream of aspVp	BS00773	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS
PhoB-Pasp53 DNA-binding-site 24 bases upstream of prpRp	BS0-8326	DNA-binding transcriptional dual regulator PhoB,DNA-binding transcriptional dual regulator PhoB-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NtrC-Pasp DNA-binding-site 96 bases upstream of yhdWp	BS0-8268	NtrC phosphorylated dimer,DNA-binding transcriptional dual regulator NtrC,DNA-binding transcriptional dual regulator NtrC,DNA-binding transcriptional dual regulator NtrC-phosphorylated	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
RbsR DNA-binding-site 20.5 bases upstream of purHp	BS0-8367	DNA-binding transcriptional dual regulator RbsR,RbsR-D-ribose,D-ribose	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10902)	BS0-10902	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-CHIP-SEQ-MANUAL,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-RNA-SEQ
RcsB-BglJ DNA-binding-site 51.5 bases upstream of yidLp	BS0-8407	DNA-binding transcriptional regulator BglJ,DNA-binding transcriptional activator RcsB,RcsB-acetylated,DNA-binding transcriptional dual regulator RcsB-phosphorylated,RcsB-BglJ DNA-binding transcriptional activator,GadE-RcsB DNA-binding transcriptional activator,RcsAB DNA-binding transcriptional dual regulator	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site (BS0-9888)	BS0-9888	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
Cra DNA-binding-site 196.5 bases upstream of csgDp3	BS0-8111	DNA-binding transcriptional regulator Cra,DNA-binding transcriptional dual regulator Cra,Cra-&beta;-D-fructofuranose 1-phosphate,&beta;-D-fructofuranose 1-phosphate	EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fnr DNA-binding-site 41.5 bases upstream of narKp1	BS00147	DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator FNR	EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-CHIP-CHIP,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-MICROARRAY
GlaR DNA-binding-site 32 bases upstream of csiDp	BS0-8933	DNA-binding transcriptional repressor GlaR,GlaR-glutarate,glutarate	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
OmpR-P DNA-binding-site 90.5 bases upstream of ompFp2	BS00161	OmpR-Phosphorylated,DNA-binding transcriptional dual regulator OmpR-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Nac DNA-binding-site regulating ybeT	BS0-8871	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
YeiE DNA-binding-site (BS0-10609)	BS0-10609	DNA-binding transcriptional dual regulator YeiE	EV-EXP-CHIP-EXO,EV-EXP-IEP-RNA-SEQ
ZntR-Zn DNA-binding-site (BS0-10787)	BS0-10787	DNA-binding transcriptional activator ZntR,ZntR-Zn<sup>2+</sup> transcriptional activator,ZntR-Zn<sup>2+</sup> DNA-binding transcriptional activator,ZntR-Zn<SUP>2+</SUP>,Zn<SUP>2+</SUP>	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-QRTPCR
Nac DNA-binding-site regulating yghT	BS0-8905	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Fnr DNA-binding-site 40.5 bases upstream of nuoAp2	BS00659	DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator FNR	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 57.5 bases upstream of preTp	BS0-7610	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
GadX DNA-binding-site 121.5 bases upstream of gadAp2	BS0-8016	DNA-binding transcriptional dual regulator GadX	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10165)	BS0-10165	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
SoxS DNA-binding-site 72.5 bases upstream of acrAp	BS0-1586	DNA-binding transcriptional dual regulator SoxS	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-CHIP-EXO-MANUAL,EV-COMP-HINF,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
SoxS DNA-binding-site 51.5 bases upstream of zwfp	BS00744	DNA-binding transcriptional dual regulator SoxS	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-CHIP-EXO-MANUAL,EV-COMP-HINF,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
FadR DNA-binding-site 74 bases downstream of fadEp	BS0-7301	DNA-binding transcriptional dual regulator FadR,FadR-an acyl-CoA,an acyl-CoA	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fis DNA-binding-site 72 bases upstream of rrsEp3	BS0-2556	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS-EMSA,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site (BS0-9818)	BS0-9818	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
ArcA-Pasp54 DNA-binding-site 6 bases upstream of betIp	BS44	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS
SlyA DNA-binding-site 89 bases upstream of pagPp	BS0-8795	DNA-binding transcriptional dual regulator SlyA,DNA-binding transcriptional dual regulator SlyA	EV-COMP-HINF-PATTERN-DISCOVERY,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DNA-binding transcriptional dual regulator Fur DNA-binding-site regulating yjcH-actP	BS0-10810	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-CHIP-EXO,EV-EXP-IEP-RNA-SEQ
IHF DNA-binding-site 326 bases upstream of rpoHp6	BS0-7231	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10311)	BS0-10311	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
DNA-binding transcriptional repressor Zur DNA-binding-site regulating pliG	BS0-8473	DNA-binding transcriptional repressor Zur,DNA-binding transcriptional repressor Zur,Zur-Zn<sup>2+</sup> DNA-binding transcriptional repressor,Zn<SUP>2+</SUP>	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
IHF DNA-binding-site 77 bases downstream of fimAp	BS663	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CytR DNA-binding-site 70.5 bases upstream of deoCp2	BS00748	DNA-binding transcriptional repressor CytR,DNA-binding transcriptional repressor CytR,CytR-cytidine,cytidine	EV-EXP-IMP-SITE-MUTATION,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NhaR-Na+ DNA-binding-site regulating rrsGp2	BS0-10768	DNA-binding transcriptional activator NhaR,NhaR-Na<SUP>+</SUP> DNA-binding transcriptional activator,Na<SUP>+</SUP>	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS-EMSA,EV-EXP-IEP-BETA-GAL
GadX DNA-binding-site 3 bases upstream of slpp	BS0-8749	DNA-binding transcriptional dual regulator GadX	EV-EXP-CHIP-EXO-MANUAL,EV-COMP-HINF,EV-EXP-IEP-RNA-SEQ
SdiA DNA-binding-site regulating rmfp	BS0-8810	DNA-binding transcriptional dual regulator SdiA	EV-EXP-GSELEX,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site 19 bases upstream of serAp1	BS0-7229	DNA-binding transcriptional dual regulator Nac	EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-CHIP-SEQ,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Pasp56 RcsB DNA-binding-site regulating ydePp	BS0-8105	DNA-binding transcriptional activator RcsB,RcsB-acetylated,DNA-binding transcriptional dual regulator RcsB-phosphorylated,RcsB-BglJ DNA-binding transcriptional activator,GadE-RcsB DNA-binding transcriptional activator,RcsAB DNA-binding transcriptional dual regulator	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-9723)	BS0-9723	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-CHIP-CHIP,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-MICROARRAY
UidR DNA-binding-site 153.5 bases upstream of uidAp	BS0-3942	DNA-binding transcriptional repressor UidR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 92.5 bases upstream of cddp	BS822	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CpxR-phosphorylated DNA-binding-site 54.5 bases upstream of efeUp	BS0-7275	CpxR-phosphorylated,DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-QRTPCR
Nac DNA-binding-site (BS0-9870)	BS0-9870	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Lrp-leu DNA-binding-site 108 bases upstream of gltBp2	BS0-7607	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Fnr DNA-binding-site (BS0-9691)	BS0-9691	DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator FNR	EV-EXP-CHIP-CHIP,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-MICROARRAY
FlhDC DNA-binding-site (BS0-10757)	BS0-10757	DNA-binding transcriptional dual regulator FlhD,DNA-binding transcriptional dual regulator FlhC,FlhDC DNA-binding transcriptional dual regulator	EV-EXP-GSELEX,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
DnaA-ATP DNA-binding-site 25 bases upstream of recNp	BS0-8792	chromosomal replication initiator protein DnaA,DnaA-ADP,DnaA-ATP,ATP	EV-COMP,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArgR-arg DNA-binding-site (BS0-9163)	BS0-9163	DNA-binding transcriptional dual regulator ArgR,DNA-binding transcriptional dual regulator ArgR,ArgR-L-arginine DNA-binding transcriptional dual regulator,L-arginine	EV-EXP-CHIP-EXO,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-MICROARRAY
Fnr DNA-binding-site 93.5 bases upstream of grcAp1	BS0-1066	DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator FNR	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DnaA-ATP DNA-binding-site 41 bases upstream of uvrBp3	BS0-8783	chromosomal replication initiator protein DnaA,DnaA-ADP,DnaA-ATP,ATP	EV-COMP,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
H-NS DNA-binding-site regulating cspDp	BS00672	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DNA-binding transcriptional dual regulator CysB DNA-binding-site 16 bases upstream of hslJp	BS0-7282	DNA-binding transcriptional dual regulator CysB,DNA-binding transcriptional dual regulator CysB,CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator,<i>O</i>-acetyl-L-serine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
SutR DNA-binding-site regulating cysEp	BS0-8456	DNA-binding transcriptional dual regulator SutR	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
FhlA-formate DNA-binding-site 130 bases upstream of hyfAp	BS0-1502	DNA-binding transcriptional activator FhlA,FhlA-formate DNA-binding transcriptional activator,formate	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site (BS0-10017)	BS0-10017	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
